persondata.txt   v0.1 GAMMEL UTGAVE H2010   Kilder: Wikipedia, TMDb   -*- coding:us-ascii -*-
aak1	AAke Fridell
jul82	Julie Carmen
jul83	Julie Carter
jul84	Julie Cobb
jul85	Julie Cox
jul86	Julie Dash
jul87	Julie Davis
jul88	Julie Dawn Cole
jul89	Julie Delpy
jul90	Julie Depardieu
jul91	Julie Gayet
jul92	Julie Gonzalo
jul93	Julie Hagerty
jul94	Julie Hamilton
jul95	Julie Harris
jul96	Julie Haydon
jul97	Julie Herrin
jul98	Julie Kavner
jul99	Julie Khaner
jul100	Julie Lemieux
jul101	Julie London
jul102	Julie Lunar Strom
jul103	Julie Maddalena
jul104	Julie McWhirter
jul105	Julie Mitchum
jul106	Julien Carette
jul107	Julien Duvivier
jul108	Julie Newmar
jul109	Julien Guiomar
jul110	Julien Mbayi
jul111	Julien Mitchell
jul112	Julien Temple
jul113	Julie Parrish
jul114	Julie Payne
jul115	Julie Rogers
jul116	Julie Sommars
jul117	Julie Strain
jul118	Julieta Serrano
jul119	Juliet Aubrey
jul120	Juliet Berto
jul121	Juliet Howland
jul122	Juliet McKoen
jul123	Juliet Mills
jul124	Juliet Prowse
jul125	Juliet Stevenson
jul126	Juliette Greco
jul127	Juliette Lewis
jul128	Juliette Marquis
jul129	Juliette Mayniel
jul130	Julie Walters
jul131	Julie Warner
jul132	Julie Webb
jul133	Julie White
jul134	Julie Wyman
jul135	Julio Cedillo
jul136	Julio Medem
jul137	Julio Oscar Mechoso
jul138	Juli Reding
jul139	Julius Carry
jul140	Julius Harris
jul141	Julius Ritter
jul142	Julius Sevxik
jul143	Julius Streicher
jul144	Jullan Kindahl
jun1	Jun-ho Heo
jun2	Jun-ho Jeong
jun3	Jun-ik Lee
jun4	Jun-Sang Yu
jun5	June
jun6	June Allyson
jun7	June Carlson
jun8	June Carter Cash
jun9	June Cunningham
jun10	June Duprez
jun11	June Foray
jun12	June Harding
jun13	June Kenney
jun14	June Lockhart
jun15	June Mack
jun16	June Marlowe
jun17	June Ritchie
jun18	June Squibb
jun19	June Travis
jun20	June Turner
jun21	June Vincent
jun22	June Walker
jun23	June Whitfield
jun24	June Wilkinson
jun25	Jun Falkenstein
jun26	Jun Fubuki
jun27	Jun Fukuda
jun28	Jung-ah Yum
jun29	Jung-woo Ha
jun30	Jung Cho-sin
jun31	Jung Ji-hoon
jun32	Jung Joon-ho
jun33	Jung Kyung-ho
jun34	Jung Suh
jun35	Jung Woo-sung
jun36	Jun Gyu Park
jun37	Jun Hamamura
jun38	Jun Hee Lee
jun39	Jun Hu
jun40	Jun Ichikawa
jun41	Junichi Okada
jun42	Junior Alvarez
jun43	Junius Matthews
jun44	Jun Jeong
jun45	Jun Ji-hyun
jun46	Junji Sakamoto
jun47	Junko Asahina
jun48	Junko Asano
jun49	Junko Takada
jun50	Juno Dawson
jun51	Juno Temple
jun52	Jun Tazaki
jun53	Jun Usami
jun54	Junzaburo Ban
jur1	Jure Ivanusix
jur2	Jurgen Morche
jur3	Jurgen Prochnow
jur4	Jurgen Tonkel
jur5	Juri Jarvet
jur6	Juri Ueno
jur7	Juro Kara
jur8	Jurota Kosugi
jus1	Justin Theroux
jus2	Ju-seok Lee
jus3	Justin Bartha
jus4	Justin Chadwick
jus5	Justin Chambers
jus6	Justin Chapman
jus7	Justin Chatwin
jus8	Justin Cooper
jus9	Justine Bateman
jus10	Justine Lord
jus11	Justine Waddell
jus12	Justin Guarini
jus13	Justin Hall
jus14	Justin Henry
jus15	Justin Herwick
jus16	Justin Ipock
jus17	Justin Kirk
jus18	Justin Lin
jus19	Justin Long
jus20	Justin Louis
jus21	Justin Pierce
jus22	Justin Rice
jus23	Justin Sherburn
jus24	Justin Timberlake
jus25	Justin Welborn
jus26	Justin Whalin
jus27	Just Jaeckin
jus28	Justus D. Barnes
jus29	Justus von Dohnanyi
juw1	Ju-wan On
juz1	Juzo Itami
jwa1	J. Warren Kerrigan
jwf1	J.W. Fails
jxo1	Jx Odagiri
jyo1	Jyothika
jyo2	Jyothi Krishna
jyr1	Jyrki Kovaleff
kaa1	Kaaren Lee
kab1	Kabir Bedi
kad1	Kadeem Hardison
kad2	KaDee Strickland
kad3	Kader Khan
kad4	Kad Merad
kaf1	Ka-Fai Wai
kag1	Kagawa Teruyuki
kag2	Kagiso Kuypers
kah1	Kahori Fujii
kai1	Kaige Chen
kai2	Kai Chi Liu
kai3	Kai Han
kai4	Kaija Pakarinen
kai5	Kaili Vernoff
kai6	Kais Nashif
kai7	Kaitlin Doubleday
kai8	Kai Wulff
kaj1	Kajol
kaj2	Kajol Devgan
kak1	Ka-Kui Ho
kak2	Kakhi Kavsadze
kak3	Kaki Hunter
kak4	Kakuko Mori
kal1	Kalabhavan Mani
kal2	Kaley Cuoco
kal3	Kali Prasad Mukherjee
kal4	Kallie Flynn Childress
kal5	Kalman Kormendy
kal6	Kalman Szegvary
kal7	Kalpana Kartik
kal8	Kal Penn
kam1	Kam-wah Koo
kam2	Kamal
kam3	Kamal Ahmed
kam4	Kamala Lopez
kam5	Kamal Haasan
kam6	Kamal Hassan
kam7	Kamalinee Mukherjee
kam8	Kamal Kapoor
kam9	Kamal Tabrizi
kam10	Kamatari Fujiwara
kam11	Kam Chiang
kam12	Kamel Ferrat
kam13	Kamel Saleh
kam14	Kam Heskin
kam15	Kam Woo-seong
kan1	Kanae Uotani
kan2	Kanako Higuchi
kan3	Kana Onodera
kan4	Kandyse McClure
kan5	Kane& Abel
kan6	Kane Hodder
kan7	Kane Kosugi
kan8	Kane McNay
kan9	Kanemon Nakamura
kan10	Kane Ritchotte
kan11	Kaneto Shindo
kan12	Kaneto Shindx
kan13	Kaneto Shiozawa
kan14	Kanetsugu Kodama
kan15	Kang-ho Song
kan16	Kang-woo Kim
kan17	Kang Dong-won
kan18	Kang Eun-bi
kan19	Kang Hye-jeong
kan20	Kang Je-gyu
kan21	Kang Ji-eun
kan22	Kang Seok-beom
kan23	Kang Seong-min
kan24	Kang Seong-yeon
kan25	Kang Soo-yeon
kan26	Kang Woo-Suk
kan27	Kanhaiyalal
kan28	Kanika
kan29	Kanji Tsuda
kan30	Kanjuro Arashi
kan31	Kanokporn Thong-aram
kan32	Kanti Mehtra
kan33	Kanti Shah
kan34	Kanu Banerjee
kan35	Kanu Bannerjee
kan36	Kanye West
kao1	Kao Mingjun
kao2	Kaori Manabe
kao3	Kaori Momoi
kao4	Kaoru Kobayashi
kao5	Kaoru Shimamori
kap1	Kap-su Kim
kap2	Kappei Yamaguchi
kar1	Karl Malden
kar2	Kari Sylwan
kar3	Karl Markovics
kar4	Karen Allen
kar5	Kari Simonsen
kar6	Kara Kemp
kar7	Karan
kar8	Karan Ashley
kar9	Karan Johar
kar10	Karan Monkhouse
kar11	Kareem Abdul-Jabbar
kar12	Kareena Kapoor
kar13	Karel Reisz
kar14	Karel Roden
kar15	Karel Stepanek
kar16	Karen-Lise Mynster
kar17	Karena Davis
kar18	Karena Lam
kar19	Karen Austin
kar20	Karen Black
kar21	Karen Carlson
kar22	Karen Chase
kar23	Karen Ciral
kar24	Karen Dotrice
kar25	Karen Duffy
kar26	Karen Fergusson
kar27	Karen Ford
kar28	Karen Gerwig
kar29	Karen Hammang
kar30	Karen Hyden
kar31	Karen Kadler
kar32	Karen Kruper
kar33	Karen Ludwig
kar34	Karen Lynn Gorney
kar35	Karen McDougal
kar36	Karen Mok
kar37	Karen Mok Man-Wai
kar38	Karen Morley
kar39	Karen Seacombe
kar40	Karen Shakhnazarov
kar41	Karen Sharpe
kar42	Karen Steele
kar43	Karen Young
kar44	Karey Kirkpatrick
kar45	Kari-Pekka Toivonen
kar46	Kari Keegan
kar47	Kari Ketonen
kar48	Karim Ainouz
kar49	Kari Matchett
kar50	Karim Belkhadra
kar51	Karim Hussain
kar52	Karina Arroyave
kar53	Karina Lombard
kar54	Karin Baal
kar55	Karin Bergman
kar56	Karin Dicker
kar57	Karin Dor
kar58	Karine Gambier
kar59	Karin Huldt
kar60	Karin Konoval
kar61	Karin Viard
kar62	Kario Salem
kar63	Karishma Kapoor
kar64	Karisma Kapoor
kar65	Kari Vaananen
kar66	Kari Wuhrer
kar67	Karl-Fred Muller
kar68	Karl Bruckschwaiger
kar69	Karl Dane
kar70	Karl Davies
kar71	Karl Etlinger
kar72	Karley Scott Collins
kar73	Karl Freund
kar74	Karl Geary
kar75	Karl Geurs
kar76	Karl Hardman
kar77	Karlheinz Bohm
kar78	Karl Irvine
kar79	Karl Kossmayer
kar80	Karl Lanchbury
kar81	Karl Ludwig Lindt
kar82	Karl Maka
kar83	Karl Norrhall
kar84	Karl Pruner
kar85	Karl Schanzer
kar86	Karl Schonbock
kar87	Karl Swenson
kar88	Karl Torege
kar89	Karl Urban
kar90	Karl Zinny
kar91	Karoliina Blackburn
kar92	Karoline Herfurth
kar93	Karoly Makk
kar94	Karpo Acimovic-Godina
kar95	Karra Elejalde
kar96	Karrie Emerson
kar97	Karroom Ben Bouih
kar98	Kartal Tibet
kar99	Karunaas
kar100	Karuna Banerjee
kar101	Karuna Bannerjee
kar102	Karunas
kar103	Kar Yan Lam
kar104	Karyn Dwyer
kar105	Karyn Kusama
kar106	Karyn Parsons
kas1	K. Asif
kas2	Kashmira Shah
kas3	Kasia Orzazewski
kas4	Kasi Lemmons
kas5	Kaspar Rostrup
kas6	Kassie Wesley DePaiva
kat1	Katharine Ross
kat2	Kathleen Turner
kat3	Kathryn Bigelow
kat4	Kathy Bates
kat5	Kate Hudson
kat6	Kate Winslet
kat7	Katia Lund
kat8	Katharine Hepburn
kat9	Kate Beckinsale
kat10	Kate Dickie
kat11	Kate Capshaw
kat12	Katarina Olikainen
kat13	Katarina Witt
kat14	Katarzyna Figura
kat15	Kat Bjelland
kat16	Kat Dennings
kat17	Kate Alexander
kat18	Kate Ashfield
kat19	Kate Atkinson
kat20	Kate Beahan
kat21	Kate Bell
kat22	Kate Bosworth
kat23	Kate Burton
kat24	Kate Davis
kat25	Katee Sackhoff
kat26	Kate Hardie
kat27	Kate Harrington
kat28	Kate Jackson
kat29	Kate Jennings Grant
kat30	Kate Lester
kat31	Kate Lynch
kat32	Kate Lynn Evans
kat33	Katelyn Wallace
kat34	Kate Maberly
kat35	Kate Mara
kat36	Kate Micucci
kat37	Kate Miles
kat38	Kate Mulgrew
kat39	Kate Nauta
kat40	Kate Nelligan
kat41	Kate Reid
kat42	Kate Shindle
kat43	Kate Sullivan
kat44	Kate Vernon
kat45	Kate Woods
kat46	Katey Sagal
kat47	Katharina Thalbach
kat48	Katharine Blake
kat49	Katharine Houghton
kat50	Katharine Isabelle
kat51	Katharine Towne
kat52	Kathe Haack
kat53	Katherine Albrecht
kat54	Katherine Anderson
kat55	Katherine Dieckmann
kat56	Katherine Dunham
kat57	Katherine Griffith
kat58	Katherine Heigl
kat59	Katherine Helmond
kat60	Katherine Justice
kat61	Katherine Kath
kat62	Katherine Krapum Chey
kat63	Katherine Locke
kat64	Katherine Slattery
kat65	Katherine Victor
kat66	Katherine Warren
kat67	Katherine Wilson
kat68	Katheryn Winnick
kat69	Kathi Castillo
kat70	Kathi Copeland
kat71	Kathie Sileno
kat72	Kathleen Barr
kat73	Kathleen Beller
kat74	Kathleen Burke
kat75	Kathleen Byron
kat76	Kathleen Case
kat77	Kathleen Chalfant
kat78	Kathleen Comegys
kat79	Kathleen Doyle
kat80	Kathleen Freeman
kat81	Kathleen Gati
kat82	Kathleen Harrison
kat83	Kathleen Howard
kat84	Kathleen Kinmont
kat85	Kathleen Lockhart
kat86	Kathleen Maguire
kat87	Kathleen McDermott
kat88	Kathleen Miller
kat89	Kathleen Neal Cleaver
kat90	Kathleen Quinlan
kat91	Kathleen Robertson
kat92	Kathleen Ryan
kat93	Kathleen Tolan
kat94	Kathlyn Williams
kat95	Kathrine Baumann
kat96	Kathrine Narducci
kat97	Kathryn Anderson
kat98	Kathryn Beaumont
kat99	Kathryn Dowling
kat100	Kathryn Erbe
kat101	Kathryn Gilfeather
kat102	Kathryn Grant
kat103	Kathryn Grayson
kat104	Kathryn Hahn
kat105	Kathryn Harrold
kat106	Kathryn Leigh Scott
kat107	Kathryn Marlowe
kat108	Kathryn McGuire
kat109	Kathryn Meisle
kat110	Kathryn Morris
kat111	Kathryn Mullen
kat112	Kathryn O'Reilly
kat113	Kathryn Stockwood
kat114	Kath Soucie
kat115	Kathy Baker
kat116	Kathy Bakken
kat117	Kathy Boudin
kat118	Kathy Burke
kat119	Kathy Garver
kat120	Kathy Griffin
kat121	Kathy Imrie
kat122	Kathy Ireland
kat123	Kathy Kiera Clarke
kat124	Kathy Marykuca
kat125	Kathy Najimy
kat126	Kathy Shower
kat127	Kathy Uyen
kat128	Kathy Wilkerson
kat129	Katie Cassidy
kat130	Katie Featherston
kat131	Katie Griffin
kat132	Katie Holmes
kat133	Katie Johnson
kat134	Katie Sagona
kat135	Katie Stuart
kat136	Katie Wright
kat137	Katija Pevec
kat138	Katina Garner
kat139	Katina Paxinou
kat140	Kati Outinen
kat141	Katja Esson
kat142	Katja Flint
kat143	Katja Riemann
kat144	Katja Schuurman
kat145	Katja von Garnier
kat146	Katrina Bowden
kat147	Katrina Caspary
kat148	Katrina Holden Bronson
kat149	Katrin Cartlidge
kat150	Katrin Sass
kat151	Katsuhide Motoki
kat152	Katsuhiko Sasaki
kat153	Katsuhiro Otomo
kat154	Katsumasa Uchida
kat155	Katsumi Muramatsu
kat156	Katsumi Tezuka
kat157	Katsuo Nakamura
kat158	Katsuo Tokashiki
kat159	Katsuya Kobayashi
kat160	Katsuya Matsumura
kat161	Katterli Frauenfelder
kat162	Katt Shea
kat163	Katt Williams
kat164	Katya Wyeth
kat165	Katy Jurado
kat166	Katy Murphy
kav1	Kavan Smith
kaw1	Kawee Tanjararak,
kay1	Kay Panabaker
kay2	Kaya Scodelario
kay3	Kay Deslys
kay4	Kay Francis
kay5	Kay Hammond
kay6	Kay Harding
kay7	Kay Johnson
kay8	Kay Kay Menon
kay9	Kay Kendall
kay10	Kay Kimberley
kay11	Kay Lenz
kay12	Kay Medford
kay13	Kayo Hatta
kay14	Kayoko Kishimoto
kay15	Kayo Matsuo
kay16	Kayo Zepeda
kay17	Kay Pollak
kay18	Kayren Butler
kay19	Kay Scott
kay20	Kay Siu Lim
kay21	Kay Sutton
kay22	Kay Thompson
kay23	Kay Walsh
kaz1	Kazuo Hasegawa
kaz2	Kazuaki Kiriya
kaz3	Kazuhiko Inoue
kaz4	Kazuhiro Furahashi
kaz5	Kazuhisa Takenouchi
kaz6	Kazuhito Ohba
kaz7	Kazuki Akane
kaz8	Kazuki Kitamura
kaz9	Kazuki Ohmori
kaz10	Kazuki Omori
kaz11	Kazukiyo Nishikiori
kaz12	Kazuko Shibata
kaz13	Kazuo Kitamura
kaz14	Kazuo Kuroki
kaz15	Kazuo Suzuki
kaz16	Kazusa Matsuda
kaz17	Kazushige Nagashima
kaz18	Kazuya Konaka
kaz19	Kazuya Nakayama
kaz20	Kazuya Shimizu
kaz21	Kazuyoshi Minamimagoe
kaz22	Kazuyuki Izutsu
kba1	K. Balachander
kbh1	K. Bhagyaraja
kbs1	K. B. Sundarambal
kca1	K Callan
kcb1	K.C. Bokadia
kcc1	K.C. Clyde
kcm1	K.C. Martel
kda1	K.D. Aubert
kea1	Keanu Reeves
kee1	Keeley Hawes
kee2	Keely Smith
kee3	Keenan Wynn
kee4	Keene Curtis
kee5	Keenen Ivory Wayans
kee6	Keerthi Chawla
kee7	Keerthi Reddy
kei1	Keira Knightley
kei2	Keiko Yokozawa
kei3	Keith Cavill
kei4	Keir Dullea
kei5	Kei Fujiwara
kei6	Kei Horie
kei7	Keiichi Nanba
kei8	Keiji Sada
kei9	Keiju Kobayashi
kei10	Keiko Awaji
kei11	Kei Kobayashi
kei12	Keiko Kishi
kei13	Keiko Mari
kei14	Keiko Matsuzaka
kei15	Keiko Sagowa
kei16	Keiko Takeshita
kei17	Keiko the Orca
kei18	Keiko Toda
kei19	Keiko Tomita
kei20	Keiko Tsushima
kei21	Keir O'Donnell
kei22	Kei Sato
kei23	Keisha Castle-Hughes
kei24	Kei Tani
kei25	Keith A. Glascoe
kei26	Keith Alexander
kei27	Keith Allen
kei28	Keith Andes
kei29	Keith Behrman
kei30	Keith Bell
kei31	Keith Bogart
kei32	Keith Carradine
kei33	Keith Charles
kei34	Keith Coogan
kei35	Keith Dallas
kei36	Keith David
kei37	Keith Fulton
kei38	Keith Gordon
kei39	Keith Hetherington
kei40	Keith Jochim
kei41	Keith Jordan
kei42	Keith Knight
kei43	Keith Moon
kei44	Keith Nobbs
kei45	Keith Richards
kei46	Keith Robinson
kei47	Keith Stuart Thayer
kei48	Keith Varnier
kei49	Keith Wayne
kei50	Keizo Kawasaki
kek1	Keke Palmer
kel1	Kelsey Grammer
kel2	Kelly McGillis
kel3	Kellan Lutz
kel4	Kellee Stewart
kel5	Kelley Bohanon
kel6	Kelley Palmer
kel7	Kellie Martin
kel8	Kelli Garner
kel9	Kelli Giddish
kel10	Kelli Herd
kel11	Kelli Maroney
kel12	Kellita Smith
kel13	Kelly Aldridge
kel14	Kelly Asbury
kel15	Kelly Bishop
kel16	Kelly Blatz
kel17	Kelly Brook
kel18	Kelly Busia
kel19	Kelly Carlson
kel20	Kelly Chen
kel21	Kelly Clarkson
kel22	Kelly Flynn
kel23	Kelly Hu
kel24	Kelly Jo Minter
kel25	Kelly Keaton
kel26	Kelly Lai Chen
kel27	Kelly LeBrock
kel28	Kelly Lin
kel29	Kelly Lynch
kel30	Kelly Macdonald
kel31	Kelly Makin
kel32	Kelly Mint
kel33	Kelly Nickels
kel34	Kelly Piper
kel35	Kelly Preston
kel36	Kelly Randall
kel37	Kelly Reilly
kel38	Kelly Reno
kel39	Kelly Ripa
kel40	Kelly Rowan
kel41	Kelly Rowland
kel42	Kelly Sandefur
kel43	Kelly Scott
kel44	Kelly Sheridan
kel45	Kelly Thordsen
kel46	Kelly Vint
kel47	Kelly Vitz
kel48	Kelly Ward
kel49	Kel Mitchell
kel50	Kel O'Neill
kel51	Kelsey Ford
kel52	Kelton Kessee
kel53	Kelvin Ng
kem1	Kemal Sunal
kem2	Kemp Curly
ken1	Ken Ogata
ken2	Ken Loach
ken3	Kenji Mizoguchi
ken4	Kenneth Branagh
ken5	Kenichi Hagiwara
ken6	Ken'ichi Endo
ken7	Ken'ichi Yajima
ken8	Ken Abraham
ken9	Ken Adelman
ken10	Ken Annakin
ken11	Kenan Thompson
ken12	Ken Berry
ken13	Ken Blancato
ken14	Ken Campbell
ken15	Ken Carpenter
ken16	Ken Chu
ken17	Ken Clark
ken18	Kendal Flanagan
ken19	Kendall Cross
ken20	Ken Davitian
ken21	Ken Finkleman
ken22	Ken Foree
ken23	Ken G. Hall
ken24	Ken Ghosh
ken25	Ken Hannam
ken26	Ken Howard
ken27	Ken Hughes
ken28	Ken Hung
ken29	Ken Hutchison
ken30	Kenichi Ogata
ken31	Ken Jenkins
ken32	Ken Jeong
ken33	Kenji Haga
ken34	Kenji Misumi
ken35	Kenji Mizuhashi
ken36	Kenjiro Ishiyama
ken37	Kenji Sahara
ken38	Kenji Sato
ken39	Kenji Sawada
ken40	Ken Kerr
ken41	Ken Kwapis
ken42	Ken Lerner
ken43	Ken Leung
ken44	Ken Lo
ken45	Ken Marshall
ken46	Ken Mitsuishi
ken47	Ken Murray
ken48	Ken Nakai
ken49	Kenne Duncan
ken50	Kenneth Alton
ken51	Kenneth Anderson
ken52	Kenneth Anger
ken53	Kenneth Becker
ken54	Kenneth Bi
ken55	Kenneth Brown
ken56	Kenneth Colley
ken57	Kenneth Connor
ken58	Kenneth Craig
ken59	Kenneth Cranham
ken60	Kenneth Graymez
ken61	Kenneth Haigh
ken62	Kenneth Harlan
ken63	Kenneth Howell
ken64	Kenneth J. Berton
ken65	Kenneth J. Warren
ken66	Kenneth Johnson
ken67	Kenneth Khambula
ken68	Kenneth Lay
ken69	Kenneth Lonergan
ken70	Kenneth Mars
ken71	Kenneth McMillan
ken72	Kenneth Milldoff
ken73	Kenneth Mitchell
ken74	Kenneth More
ken75	Kenneth Nkosi
ken76	Kenneth Ransom
ken77	Kenneth Thomson
ken78	Kenneth Tigar
ken79	Kenneth Tobey
ken80	Kenneth Tsang
ken81	Kenneth Tsang Kong
ken82	Kenneth Welsh
ken83	Kenneth Williams
ken84	Ken Norton
ken85	Kenny Baker
ken86	Kenny Doughty
ken87	Kenny Everett,
ken88	Kenny Gardner
ken89	Kenny Hwang
ken90	Kenny Johnson
ken91	Kenny Morrison
ken92	Kenny Ortega
ken93	Ken Olandt
ken94	Ken Osborne
ken95	Kenpachiro Satsuma
ken96	Ken Parker
ken97	Ken Radley
ken98	Ken Russell
ken99	Ken Sagoes
ken100	Ken Sansom
ken101	Ken Shapiro
ken102	Kensho Yamashita
ken103	Ken Siu
ken104	Ken Stott
ken105	Kensuke Mano
ken106	Ken Swofford
ken107	Kenta Fukasaku
ken108	Ken Takakura
ken109	Kent Alterman
ken110	Ken Tanaka
ken111	Kent Cheng
ken112	Kent Douglass
ken113	Kent Larson
ken114	Kent Lipham
ken115	Kent McCord
ken116	Kent Smith
ken117	Kent Taylor
ken118	Kent Tong
ken119	Kent Williams
ken120	Ken Utsui
ken121	Ken Wahl
ken122	Ken Watanabe
ken123	Ken Webster
ken124	Ken Wheat
ken125	Ken Wiederhorn
keo1	Keo Kasal
keo2	Keoki
ker1	Kerry Washington
ker2	Kerry Fox
ker3	Keram Malicki-Sanchez
ker4	Keren Yedaya
ker5	Keri Jo Chapman
ker6	Keri Lynn Pratt
ker7	Keri Russell
ker8	Kermati Desai
ker9	Kern Konwiser
ker10	Kerrie Keane
ker11	Kerri Green
ker12	Kerr Smith
ker13	Kerry Armstrong
ker14	Kerry Condon
ker15	Kerry Conran
ker16	Kerry Douglas Dye
ker17	Kerry Duff
ker18	Kerry Walker
ker19	Kerttisak Udomnak
ker20	Kerwin Mathews
kes1	Keshia Knight Pulliam
kes2	Kessarin Ektawatkul
kes3	Kestie Morassi
kes4	Kesun Loder
ket1	Ketan Desai
ket2	Ketan Mehta
ket3	Kett Turton
kev1	Kevin Spacey
kev2	Kevin Bacon
kev3	Kevin Lima
kev4	Kevin Kline
kev5	Kevin Costner
kev6	Kevin Tancharoen
kev7	Kevin MacDonald
kev8	Keva Rosenfeld
kev9	Kevin Allen
kev10	Kevin Anderson
kev11	Kevin Bernhardt
kev12	Kevin Bishop
kev13	Kevin Blair
kev14	Kevin Bray
kev15	Kevin Brownlow
kev16	Kevin Calisher
kev17	Kevin Carlin
kev18	Kevin Carroll
kev19	Kevin Casey
kev20	Kevin Chamberlin
kev21	Kevin Chapman
kev22	Kevin Chevalia
kev23	Kevin Clash
kev24	Kevin Connolly
kev25	Kevin Connor
kev26	Kevin Connors
kev27	Kevin Conroy
kev28	Kevin Conway
kev29	Kevin Cooney
kev30	Kevin Copeland
kev31	Kevin Corcoran
kev32	Kevin Corrigan
kev33	Kevin Dillon
kev34	Kevin Donovan
kev35	Kevin Dunn
kev36	Kevin Durand
kev37	Kevin Eastman
kev38	Kevin Elders
kev39	Kevin Gage
kev40	Kevin Greutert
kev41	Kevin Harrington
kev42	Kevin Hart
kev43	Kevin Heffernan
kev44	Kevin Hooks
kev45	Kevin J. O'Connor
kev46	Kevin J. Wilson
kev47	Kevin James
kev48	Kevin Kindlin
kev49	Kevin Knoblock
kev50	Kevin Lin
kev51	Kevin M. Horton
kev52	Kevin Mackey
kev53	Kevin McAfee
kev54	Kevin McCarthy
kev55	Kevin McDonald
kev56	Kevin McKidd
kev57	Kevin McNally
kev58	Kevin McNulty
kev59	Kevin Michael Richardson
kev60	Kevin Mitnick
kev61	Kevin Munroe
kev62	Kevin Murphy
kev63	Kevin Nagle
kev64	Kevin Nealon
kev65	Kevin Peter Hall
kev66	Kevin Pollak
kev67	Kevin Reynolds
kev68	Kevin Rice
kev69	Kevin Rodney Sullivan
kev70	Kevin Rubio
kev71	Kevin Smith
kev72	Kevin Sommier
kev73	Kevin Sorbo
kev74	Kevin Spirtas
kev75	Kevin Tenney
kev76	Kevin Thompson
kev77	Kevin Tighe
kev78	Kevin Van Hentenryck
kev79	Kevin Weisman
kev80	Kevin West
kev81	Kevin Williamson
kev82	Kevin Zegers
kev83	Kevyn Major Howard
key1	Keye Luke
key2	Key Meersman
kha1	Khalid Abdalla
kha2	Khalid Mohammed
kha3	Khalil Kain
khe1	Kherington Payne
khl1	Khleo Thomas
kho1	Khoo Koh
khr1	Khrystyne Haje
khy1	Khyentse Norbu
kic1	Kichiemon Nakamura
kic2	Kichijiro Ueda
kic3	Kick Gurry
kid1	Ki-duk Kim
kie1	Kiefer Sutherland
kie2	Kiele Sanchez
kie3	Kiel Martin
kie4	Kien Shih
kie5	Kieran Culkin
kie6	Kieran Mulroney
kie7	Kieran O'Brien
kie8	Kieron Moore
kie9	Kiersten Warren
kie10	Kieth Merrill
kih1	Kihachi Okamoto
kih2	Kihachirx Kawamoto
kii1	Kiichi Nakai
kik1	Kika Markham
kil1	Kil-Kang Ahn
kil2	Killjoy
kil3	Ki Lok (Carol) Chan
kim1	Kim Novak
kim2	Kim Basinger
kim3	Kim Hunter
kim4	Kimberly Peirce
kim5	Kim
kim6	Kim Adams
kim7	Kim Barker
kim8	Kim Bartley
kim9	Kimberlee Acquaro
kim10	Kimberley Davies
kim11	Kimberly Beck
kim12	Kimberly Brooks
kim13	Kimberly Caldwell
kim14	Kimberly Elise
kim15	Kimberly Hawthorne
kim16	Kimberly J. Brown
kim17	Kimberly Magness
kim18	Kimberly Russell
kim19	Kimberly Scott
kim20	Kimberly Williams-Paisley
kim21	Kim Bo-gyeong
kim22	Kim Bo-seong
kim23	Kim Braden
kim24	Kim Bum
kim25	Kim Burfield
kim26	Kim Cattrall
kim27	Kim Chan
kim28	Kim Chang-rae
kim29	Kim Cheong-gi
kim30	Kim Christianson
kim31	Kim Chun-song
kim32	Kim Coates
kim33	Kim Dae-seung
kim34	Kim Darby
kim35	Kim Dickens
kim36	Kim Director
kim37	Kim Dong-won
kim38	Kim Fenton
kim39	Kim Gi-hun
kim40	Kim Gordon
kim41	Kim Greist
kim42	Kim Gyu-ri
kim43	Kim Ha-neul
kim44	Kim Hae-gon
kim45	Kim Hak-rae
kim46	Kim Hamilton
kim47	Kim Han-min
kim48	Kim Hee-sun
kim49	Kim Henkel
kim50	Kim Ho-jung
kim51	Kim Hye-gyong
kim52	Kim Hye-na
kim53	Kim Hye-su
kim54	Kim Hyeon-seong
kim55	Kim Hyo-jin
kim56	Kim Hyun-Joo
kim57	Kim Hyun-sung
kim58	Kimika Yoshino
kim59	Kimi Laldawla
kim60	Kim In-mun
kim61	Kimio Yabuki
kim62	Kim Jang-hoon
kim63	Kim Jeong-eun
kim64	Kim Jeong-kwon
kim65	Kim Ji-hwan
kim66	Kim Ji-soo
kim67	Kim Ji-woon
kim68	Kim Jin-geun
kim69	Kim Jin-min
kim70	Kim jin-pyo
kim71	Kim Jong-a
kim72	Kim Jong-ho
kim73	Kim Jong-su
kim74	Kim Joo-hyuk
kim75	Kim Jung-hwa
kim76	Kim Jung-woo
kim77	Kim Jung-young
kim78	Kim Kang-woo
kim79	Kim Ki-Duk
kim80	Kim Kong
kim81	Kim Meyers
kim82	Kim Milford
kim83	Kim Min-jong
kim84	Kim Min-sun
kim85	Kim Min Jung
kim86	Kim Miyori
kim87	Kim Moon-saeng
kim88	Kim Myeong-min
kim89	Kim Myers
kim90	Kimmy Robertson
kim91	Kim Myung-min
kim92	Kim Ok-bin
kim93	Kimora Lee
kim94	Kim Parker
kim95	Kim Poirier
kim96	Kim Rae-won
kim97	Kim Richards
kim98	Kim Roberts
kim99	Kim Sang-Jin
